title,author
"Pounamu, Pounamu",Witi Ihimaera
Trou Ringh,Jacob Cats
"De Wiskunstenaars, Of 'T Gevluchte Juffertje",Pieter Langendijk
The Hollanders In Nova Zembla,Hendrik Tollens
Gedichten Van Den Schoolmeester,Gerrit van de Linde
De Dichtwerken,P.A. de Genestet
Mathilde,Jacques Perk
Het Land Van Rembrand,Cd. Busken Huet
Een Liefde,Lodewijk van Deyssel
Een Zwerver Verliefd,Arthur van Schendel
The Mountain Of Light,Louis Couperus
Iskander,Louis Couperus
Occupied City,Paul van Ostaijen
Vormen,Martinus Nijhoff
Eva,Carry van Bruggen
Schuim En Asch,J.J. Slauerhoff
Captain Jan,Jan de Hartog
Eric In The Land Of The Insects,Godfried Bomans
De Vuuraanbidders,Simon Vestdijk
The Tears Of The Acacias,W.F. Hermans
Scenes From The Past,Alexander Sukhovo-Kobylin
The Father,August Strindberg
A Nobleman's Nest,Ivan Turgenev
Essays of Henry David Thoreau,Henry David Thoreau
A Morbid Taste For Bones,Ellis Peters
The Fault in Our Stars,John Green
A Feast Unknown,Philip José Farmer
The Town Of N,Leonid Dobychin
Ancestral Voices,Etienne van Heerden
Anagrams,Lorrie Moore
The Old World Landowners,Nikolai Gogol
Cases,Daniil Kharms
Sevastopol Sketches,Leo Tolstoy
Eight Million Ways To Die,Lawrence Block
Who Can Be Happy And Free In Russia?,Nikolay Nekrasov
Zangezi,Velimir Khlebnikov
The Noise Of Time,Osip Mandelstam
The Blue Book,Mikhail Zoshchenko
The Master Of Go,Yasunari Kawabata
Journey From St. Petersburg To Moscow,Alexander Radishchev
Aegypt,John Crowley
The Gypsies,Alexander Pushkin
In The Ravine,Anton Chekhov
Fallen Leaves,Vasily Rozanov
Christmas At The Ivanovs',Alexander Vvedensky
Poem Of The Mountain,Marina Tsvetayeva
The Spirits Of The Earth,Catherine Colomb
The Place Of The Star,Patrick Modiano
Air Of Solitude,Gustave Roud
A Curtain Of Green,Eudora Welty
The Comedy Of Errors,William Shakespeare
The Sun Is My Undoing,Marguerite Steen
The Tailor Of Gloucester,Beatrix Potter
Boy's Life,Robert R. McCammon
Three Case Histories,Sigmund Freud
City Of Night,John Rechy
The Great Captains,Henry Treece
Top Girls,Caryl Churchill
The End of History and the Last Man,Francis Fukuyama
Conversations With Igor Stravinsky,Robert Craft
The Temple,George Herbert
Prințul Ghica,Dana Dumitriu
Lives Other Than My Own,Emmanuel Carrère
The Good Lord Bird,James McBride
Gender Trouble,Judith Butler
Severance,Ling Ma
Netherland,Joseph O'Neill
Ask The Dust,John Fante
Birthday Letters,Ted Hughes
A Mathematician's Apology,G. H. Hardy
Jefferson and His Time,Dumas Malone
The Lurking Fear And Other Stories,H. P. Lovecraft
Indiana,George Sand
"Augustus Carp, Esq. By Himself",Henry Howarth Bashford
No Bed For Bacon,Caryl Brahms
Mister Johnson,Joyce Cary
The Case Of The Gilded Fly,Edmund Crispin
Ennui,Maria Edgeworth
Caprice,Ronald Firbank
The Polyglots,William Gerhardie
Brewster's Millions,Richard Greaves
Charade,John Mortimer
The Westminster Alice,Saki
The Unbearable Bassington,Saki
Hurrah For St Trinian's,Ronald Searle
The Adventures Of Ferdinand Count Fathom,Tobias Smollett
Before Lunch,Angela Thirkell
Something Fresh,P. G. Wodehouse
Piccadilly Jim,P. G. Wodehouse
Epitaph For A Spy,Eric Ambler
Journey Into Fear,Eric Ambler
The Secret Adversary,Agatha Christie
A Gun For Sale,Graham Greene
The Ministry Of Fear,Graham Greene
Death At The President's Lodging,Michael Innes
The Strange Borders Of Palace Crescent,E. Phillips Oppenheim
The Getaway,Jim Thompson
The Vagabond,Colette
Manservant And Maidservant,Ivy Compton-Burnett
Roxana,Daniel Defoe
The Vatican Cellars,André Gide
The Shrimp And The Anemone,L. P. Hartley
Invitation To The Waltz,Rosamond Lehmann
Pointed Roofs,Dorothy Richardson
Alberta And Jacob,Cora Sandel
The Three Sisters,May Sinclair
Peace In War,Miguel de Unamuno
Love For Lydia,H. E. Bates
The Parasites,Daphne du Maurier
The Snow Goose,Paul Gallico
Regency Buck,Georgette Heyer
Moon Over Africa,Pamela Kent
The Weather In The Streets,Rosamond Lehmann
Ali And Nino,Kurban Said
The Reluctant Orphan,Sara Seale
Vril,Edward Bulwer-Lytton
"After London; Or, Wild England",Richard Jefferies
The Victorian Chaise Longue,Marghanita Laski
The Last September,Elizabeth Bowen
The Odd Women,George Gissing
Love On The Dole,Walter Greenwood
A Girl In Winter,Philip Larkin
Of Love & Hunger,Julian Maclaren-Ross
Afternoon Men,Anthony Powell
Darkness Falls From The Air,Nigel Balchin
Fair Stood The Wind For France,H. E. Bates
The History Of Pompey The Little,Francis Coventry
Three Soldiers,John Dos Passos
The African Queen,C. S. Forester
Count Belisarius,Robert Graves
The Mark Of Zorro,Johnston McCulley
The Children Of The New Forest,Frederick Marryat
The Hunters,James Salter
Williwaw,Gore Vidal
Washington Square,Henry James
The Anatomy Of A Moment,Javier Cercas
The Great Terror,Robert Conquest
The Clockmaker,Thomas Chandler Haliburton
A World for Julius,Alfredo Bryce Echenique
The Power Of Your Subconscious Mind,Joseph Murphy
Frost,Thomas Bernhard
Irrlicht Und Feuer,Max von der Grün
Nobodaddy's Children,Arno Schmidt
The Long Voyage,Jorge Semprún
Flowers in the Attic,V. C. Andrews
Gantenbein,Max Frisch
The Bishop Murder Case,S. S. Van Dine
We Wish to Inform You That Tomorrow We Will Be Killed With Our Families,Philip Gourevitch
"Halifax, Warden Of The North",Thomas H. Raddall
The Royal Hunt,Dumitru Radu Popescu
Supraviețuiri,Radu Cosașu
Drumul Cenușii,Augustin Buzura
Istorii Insolite,Ovid S. Crohmălniceanu
The Birthday Party,Harold Pinter
Tobacco,Dimitar Dimov
The Life Of Jesus,Ernest Renan
Where the Red Fern Grows,Wilson Rawls
Thick,Tressie McMillan Cottom
The Dark Descent,David Hartwell
The L Shaped Room,Lynne Reid Banks
A Kind Of Loving,Stan Barstow
This Sporting Life,David Storey
Fortunes Of War,Olivia Manning
The Arcades Project,Walter Benjamin
Stories Of Three Decades,Thomas Mann
The Essential Rumi,Jalal al-Din Muhammad Rumi
The Sailor Who Fell From Grace With The Sea,Yukio Mishima
Salammbô,Gustave Flaubert
Norma,Vladimir Sorokin
The Iron Candlestick,Dimitar Talev
Loitering With Intent,Muriel Spark
Sharpe's Eagle,Bernard Cornwell
The Mismeasure of Man,Stephen Jay Gould
The House Book,Terence Conran
Fontana Book Of Great Ghost Stories,Robert Aickman
Replay,Ken Grimwood
Diary,Witold Gombrowicz
Bad Blood,John Carreyrou
Flight Behavior,Barbara Kingsolver
One Dimensional Man,Herbert Marcuse
And Really Frau Blum Would Very Much Like To Meet The Milkman,Peter Bichsel
Das Große Protokoll Gegen Zwetschkenbaum,Albert Drach
Call Me By Your Name,André Aciman
Verzameld Werk: Poëzie,Paul van Ostaijen
House Mother Normal,B. S. Johnson
Seminario Sulla Gioventù,Aldo Busi
A Mother's Kisses,Bruce Jay Friedman
Flappers And Philosophers,F. Scott Fitzgerald
In Dreams Begin Responsibilities And Other Stories,Delmore Schwartz
Native Funk & Flash,Alexandra Jacopetti
The Dream Songs,John Berryman
The Concept Of Law,H. L. A. Hart
The Intuitionist,Colson Whitehead
The Cloven Viscount,Italo Calvino
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman
A Long Long Way,Sebastian Barry
The Days Of Abandonment,Elena Ferrante
The Nonexistent Knight,Italo Calvino
Verzameld Werk,Willem Elsschot
Ellen Foster,Kaye Gibbons
The Greek Coffin Mystery,Ellery Queen
The Faces Of Silence,Augustin Buzura
Țara îndepărtată,Sorin Titel
The Family of Man,Edward Steichen
The Soul of a New Machine,Tracy Kidder
Zurita,Raul Zurita
Gogol's Wife,Tommaso Landolfi
Flowering Judas and Other Stories,Katherine Anne Porter
Mistborn,Brandon Sanderson
Mountains Beyond Mountains,Tracy Kidder
Celtic Tales,Hugo Pratt
Death Of Jezebel,Christianna Brand
The Graveyard Book,Neil Gaiman
The Particular Sadness of Lemon Cake,Aimee Bender
Collected Works of Edna St. Vincent Millay,Edna St. Vincent Millay
Samuels bok,Sven Delblanc
Rousseau and Revolution,Will Durant
Geek Love,Katherine Dunn
The Chateau,William Maxwell
Covenant With Death,John Harris
Alias Grace,Margaret Atwood
Minuet,Louis-Paul Boon
More Die Of Heartbreak,Saul Bellow
The Eustace Diamonds,Anthony Trollope
The Collected Plays of W.B. Yeats,William Butler Yeats
The Duchess Of Malfi,John Webster
The Aspern Papers,Henry James
Behemoth,Franz Neumann
A Private Affair,Beppe Fenoglio
The Night Of The Hunter,Davis Grubb
Tales Of Mystery And Imagination,Edgar Allan Poe
Bliss,Katherine Mansfield
The Man Who Planted Trees,Jean Giono
The Sugarbag Years,Tony Simpson
The History of Love,Nicole Krauss
All The Little Live Things,Wallace Stegner
The Tipping Point,Malcolm Gladwell
The Unsettling of America,Wendell Berry
The White Hotel,D. M. Thomas
Mister Pip,Lloyd Jones
"Girl, Woman, Other",Bernardine Evaristo
Briefing For A Descent Into Hell,Doris May Lessing
Jack Of Shadows,Roger Zelazny
Killers of the Dream,Lillian Smith
Osadeni Dushi,Dimitar Dimov
De Niro's Game,Rawi Hage
Practicalities,Marguerite Duras
Out Of The Fire,Ales Adamovich
The Palace Of Dreams,Ismail Kadare
The Aula,Hermann Kant
Comet In Moominland,Tove Jansson
Soul Mountain,Xingjian Gao
The Channel Shore,Charles Bruce
The Martian,Andy Weir
Finn Family Moomintroll,Tove Jansson
When The Wind Blows,Raymond Briggs
Sour Sweet,Timothy Mo
A Hero Born,Jin Yong
Daphnis and Chloe,Longus
Te Puea,Michael King
The True Confessions Of An Albino Terrorist,Breyten Breytenbach
The Swerve,Stephen Greenblatt
Fences,August Wilson
Ingeniosul Bine Temperat,Mircea Horia Simionescu
Lumea în Două Zile,George Bălăiță
Învoiala,George Bălăiță
Selected Poems Of Clark Ashton Smith,Clark Ashton Smith
Tangi,Witi Ihimaera
The Book about Blanche and Marie,Per Olov Enquist
Ordinary People,Judith Guest
Affliction,Russell Banks
The Shadow of the Torturer,Gene Wolfe
Rules Of Summer,Shaun Tan
Cover Her Face,P. D. James
The Collected Poems Of Odysseus Elytis,Odysseas Elytis
Η Σαρκοφαγος,Giorgos Ioannou
Brick Lane,Monica Ali
When Hitler Stole Pink Rabbit,Judith Kerr
Water For Elephants,Sara Gruen
A Naughty Boy,G'afur G'ulоm
China To Me,Emily Hahn
Oryx and Crake,Margaret Atwood
For a New Novel,Alain Robbe-Grillet
Mortal y rosa,Francisco Umbral
No Kiss For Mother,Tomi Ungerer
Virgin River,Robyn Carr
The Taste Of Country Cooking,Edna Lewis
William Eggleston's Guide,John Szarkowski
Night Visitor,B. Traven
The Subtle Knife,Philip Pullman
The Moomins And The Great Flood,Tove Jansson
Moominvalley In November,Tove Jansson
No Ordinary Time,Doris Kearns Goodwin
The Black Brothers,Lisa Tetzner
Dept. of Speculation,Jenny Offill
River Town,Peter Hessler
Odes,John Keats
Possessing the Secret of Joy,Alice Walker
Papillon,Henri Charrière
Antiworlds,Andrey Voznesensky
The Zone,Sergei Dovlatov
Five Plays,Goran Stefanovski
The Autobiography Of A Runaway Slave,Miguel Barnet
Laut Und Luise,Ernst Jandl
Mend The Living,Maylis de Kerangal
An Extraordinary Union,Alyssa Cole
La Demoiselle sauvage,Corinna Bille
Vurt,Jeff Noon
Galeria Cu Viță Sălbatică,Constantin Țoiu
The Rules Of Attraction,Bret Easton Ellis
The Princess Diaries,Meg Cabot
The Truly Disadvantaged,William Julius Wilson
In The Country Of Last Things,Paul Auster
The Honorary Consul,Graham Greene
A Theory Of The Consumption Function,Milton Friedman
The Fourth Dimension,Yannis Ritsos
Ariosto,Chelsa quinn yarbro
The Door,"Szabó, Magda"
Verzamelde Gedichten,Lucebert
The Medium Is The Massage,Marshall McLuhan
One Lonely Night,Mickey Spillane
Las Personas Del Verbo,Jaime Gil de Biedma
Complete Short Stories,D. H. Lawrence
The Importance Of Living,Lin Yutang
The Emperor's Snuff Box,John Dickson Carr
The Faraway Nearby,Rebecca Solnit
On the Revolutions of the Heavenly Spheres,Nicolaus Copernicus
An Angel At My Table,Janet Frame
Speak,Laurie Halse Anderson
Calligrammes,Guillaume Apollinaire
We Need To Talk About Kevin,Lionel Shriver
January,Sara Gallardo
The Help,Kathryn Stockett
The Abyss,Fernando Vallejo
Ingenious Pain,Andrew Miller
The Governor's Lady,Thomas H. Raddall
Hitchcock,Francois Truffaut
The Miraculous Journey Of Edward Tulane,Kate DiCamillo
The Inability To Mourn,Alexander Mitscherlich
The Last Report on the Miracles at Little No Horse,Louise Erdrich
The Vintner's Luck,Elizabeth Knox
The Friend,Sigrid Nunez
Viața Ca O Pradă,Marin Preda
Cartea Milionarului,Ștefan Bănulescu
Bunavestire,Nicolae Breban
Vestibul,Alexandru Ivasiuc
Istorii,Mircea Ciobanu
Duminica Mironosițelor,Dana Dumitriu
Truman,David McCullough
No Great Mischief,Alistair MacLeod
Memoirs Of A Midget,Walter de la Mare
Midnight Plus One,Gavin Lyall
Alms For Oblivion,Simon Raven
You Only Live Twice,Ian Fleming
Friday The Rabbi Slept Late,Harry Kemelman
The Blue Room,Georges Simenon
The Face Of Another,Kobo Abé
The Valley Of Bones,Anthony Powell
Asymmetry,Lisa Halliday
The Egyptian Cross Mystery,Ellery Queen
The Revolt Of The Angels,Anatole France
The Sword Of Welleran,Lord Dunsany
Lanterns on the Levee,William Alexander Percy
Paddy Clarke Ha Ha Ha,Roddy Doyle
The 13 1/2 Lives Of Captain Bluebear,Walter Moers
Dancer From The Dance,Andrew Holleran
Nifft The Lean,Michael Shea
The Fifth Woman,Henning Mankell
Dusklands,J. M. Coetzee
The Fan Man,William Kotzwinkle
Five Children And It,Edith Nesbit
Saint Joan,George Bernard Shaw
Columbine,Dave Cullen
Chronicles of Wasted Time,Malcolm Muggeridge
Rilla Ze Złotego Brzegu,L. M. Montgomery
The Arabian Nightmare,Robert Irwin
Time Of Parting,Anton Donchev
The Witness For The Prosecution,Agatha Christie
The Time of Our Singing,Richard Powers
"Our Bodies, Ourselves",Unknown
Each Man's Son,Hugh MacLennan
The Year's Best Horror Stories,Richard Davis
In the American Grain,William Carlos Williams
Akata Witch,Nnedi Okorafor
The Paul Street Boys,Ferenc Molnár
Skippy Dies,Pauli Murray
Extracts From Notes On The Bulgarian Uprisings,Zahari Stoyanov
Different Seasons,Stephen King
The Unheavenly City,Edward C. Banfield
It Ends With Us,Colleen Hoover
The Red Redmaynes,Eden Phillpotts
"Henry IV, Part II",William Shakespeare
The Sweet Science,A. J. Liebling
The Economy of Cities,Jane Jacobs
The Circus Of Dr. Lao,Charles G. Finney
A Single Man,Christopher Isherwood
Flesh,Brigid Brophy
Pigeon Feathers And Other Stories,John Updike
My Michael,Amos Oz
Umgang Mit Der Angst,Horst-Eberhard Richter
Jumping Jenny,Anthony Berkeley
Office Politics,Wilfrid Sheed
The Millstone,Margaret Drabble
I'll Take My Stand,Twelve Southerners
The Complete Stories,Clarice Lispector
Cloudstreet,Tim Winton
The Thief's Journal,Jean Genet
Dark Lover,J. R. Ward
Death of a Lake,Arthur William Upfield
My Book House,Olive Beaupré Miller
The Negro Caravan,Sterling Allen Brown
Of Time and the River,Thomas Wolfe
The Bone is Pointed,Arthur William Upfield
Mission Box,Aris Alexandrou
The Night Circus,Erin Morgenstern
Horcynus Orca,Stefano D'Arrigo
The Good War,Studs Terkel
Don Carlos,Friedrich Schiller
Her Body and Other Parties,Carmen Maria Machado
Woman Of Straw,Catherine Arley
Collected Plays,John Millington Synge
Trees And Shrubs Of New Zealand,Audrey Eagle
Special Topics In Calamity Physics,Marisha Pessl
The Bride Price,Buchi Emecheta
Little Fires Everywhere,Celeste Ng
The Man With The Golden Touch,Mór Jókai
The Commandant,Jessica Anderson
The Year of the Hare,Arto Paasilinna
Willard and His Bowling Trophies,Richard Brautigan
Gulag,Anne Applebaum
The Wycherly Woman,Ross Macdonald
The Private Papers Of Henry Ryecroft,George Gissing
Origins of the New South,C. Vann Woodward
Green Eggs and Ham,Dr. Seuss
Angels & Demons,Dan Brown
Closer,Dennis Cooper
The Second Shot,Anthony Berkeley
The Faculty of Useless Knowledge,Yuri Dombrovsky
Travels With Lizbeth,Lars Eighner
Claros Del Bosque,María Zambrano
Amiria,Amiria Manutahi Stirling
Lost in the Cosmos,Walker Percy
Falconer,John Cheever
For Kicks,Dick Francis
The Nickel Boys,Colson Whitehead
Like Life,Lorrie Moore
On Being And Essence,Thomas Aquinas
Soldiers Three,Rudyard Kipling
The Abc Murders,Agatha Christie
The Soldier's Art,Anthony Powell
Days Of Sand,Bujor Nedelcovici
The Life Of Katherine Mansfield,Anthony Alpers
The Princess Casamassima,Henry James
Helping Verbs Of The Heart,Peter Esterhazy
Demons By Daylight,Ramsey Campbell
"Look Back, Mrs. Lot!",Ephraim Kishon
Two Years Before the Mast,Richard Henry Dana
The Way Of The World,William Congreve
Blood Oranges,John Hawkes
Darkness Visible,William Styron
The Good Person of Szechwan,Bertolt Brecht
Nature,Ralph Waldo Emerson
Brand,Henrik Ibsen
The Dybbuk,S. Ansky
Yvain,Chrétien de Troyes
Carrion Comfort,Dan Simmons
Living In Truth,Vaclav Havel
The Haunted Woman,David Lindsay
A House Of Pomegranates,Oscar Wilde
The Unfortunate Fursey,Mervyn Wall
Return Of Fursey,Mervyn Wall
The Twilight Of The Gods,Richard Garnett
The Burden of Southern History,C. Vann Woodward
Oktana,Andreas Embiricos
The Celestine Prophecy,James Redfield
The Obscene Bird Of Night,José Donoso
The Liars' Club,Mary Karr
Hms Ulysses,Alistair MacLean
Cold Heaven,Brian Moore
"Sarah, Plain and Tall",Patricia MacLachlan
Bad Behavior,Mary Gaitskill
Dreamland,Sam Quinones
A Dram Of Poison,Charlotte Armstrong
Prime Evil,Douglas Winter
Cat Of Many Tails,Ellery Queen
Intruder in the Dust,William Faulkner
A Court Of Thorns And Roses,Sarah J. Maas
The Possessed,Elif Batuman
The Poet And The Lunatics,G. K. Chesterton
Thirteen Years After; A Great War Veteran Returns To The Old Battlefields,Will R. Bird
The Hollow Needle,Maurice Leblanc
Red Soil,Felix Perry
Krapp's Last Tape,Samuel Beckett
Seize The Day,Saul Bellow
The Prestige,Christopher Priest
The Moor's Last Sigh,Salman Rushdie
Cataract,Mykhaylo Osadchy
Patterns of Childhood,Christa Wolf
Blaming,Elizabeth Taylor
Cutter and Bone,Newton Thornburg
Mystic River,Dennis Lehane
Civilisation,Kenneth Clark
Metropole,Ferenc Karinthy
Forever Flowing,Vasily Grossman
Other Halves,Sue McCauley
Building Stories,Chris Ware
The Bridges Of Madison County,Robert James Waller
Flowers From The Storm,Laura Kinsale
Sociobiology,E. O. Wilson
A Season In Sinji,J. L. Carr
Miss Sophie's Diary And Other Stories,Ding Ling
Women's Diaries of the Westward Journey,Lillian Schiessel
Swords And Deviltry,Fritz Leiber
The Confessions Of Lady Nijo,Lady Nijo
Cel Mai Iubit Dintre Pământeni,Marin Preda
Boyfriend Material,Alexis Hall
The Biology Of Human Behavior,Irenäus Eibl-Eibesfeldt
Zettels Traum,Arno Schmidt
Der Tod Im Reisfeld,Peter Scholl-Latour
The Gift Horse,Hildegard Knef
Het Leven Is Verrukkulluk,Remco Campert
The Snowman,Raymond Briggs
What Is Cinema?,André Bazin
Grid Systems In Graphic Design,Josef Müller-Brockmann
Music and Silence,Rose Tremain
Βιοτεχνία Υαλικών,Menis Koumandareas
Do Everything in the Dark,Gary Indiana
The Chimes,Charles Dickens
The Travels Of Sir John Mandeville,John Mandeville
The Earl of Louisiana,A. J. Liebling
A Life of Picasso,John Richardson
Parallel Stories,Péter Nádas
Best of Simple,Langston Hughes
The Naked Civil Servant,Quentin Crisp
The Closing of the American Mind,Allan Bloom
La Grande Maison,Mohammed Dib
Natura Morta,Josef Winkler
The Book of Salt,Monique Truong
Nearer To Thee,Gerard Reve
Heat and Dust,Ruth Prawer Jhabvala
Remainder,Tom McCarthy
Abel Alone,Áron Tamási
Limonov,Emmanuel Carrère
The Book Of Fame,Lloyd Jones
Grimus,Salman Rushdie
The Collected Stories of Katherine Anne Porter,Katherine Anne Porter
Potiki,Patricia Grave
Titus Andronicus,William Shakespeare
The Gallic War And Other Writings,Gaius Julius Caesar
The Theory Of Moral Sentiments,Adam Smith
Leaf By Niggle,J. R. R. Tolkien
The Tragedy Of Mariam,Elizabeth Cary
